Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2020,427,West Melbourne (Residential),0,0,0,0,30,,,0,0,,,0,0,5,0,,0,,0,,131
2020,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,16
2020,429,West Melbourne (Residential),0,,0,,29,0,,0,0,0,0,0,0,,0,0,0,0,,0,90
2020,430,West Melbourne (Residential),0,0,0,0,,0,0,0,0,12,,0,,0,0,0,0,,0,0,75
2020,431,West Melbourne (Residential),0,0,0,,57,0,0,,,,,0,0,,0,,0,5,,,147
2020,432,West Melbourne (Residential),0,0,0,,,0,167,0,0,,0,,0,,0,0,0,0,0,0,307
2020,433,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,434,West Melbourne (Residential),0,0,0,0,9,0,,0,35,,,,,,0,0,0,5,,,101
2020,435,West Melbourne (Residential),,0,0,,0,0,0,0,0,50,,0,0,15,0,0,0,11,6,0,89
2020,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,437,West Melbourne (Residential),0,0,0,0,37,0,0,0,0,,0,0,0,,0,,0,0,0,0,62
2020,438,West Melbourne (Residential),,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,,29
2020,439,West Melbourne (Residential),0,0,0,0,69,0,0,,,,0,0,0,37,0,,0,,0,,160
2020,440,West Melbourne (Residential),0,0,0,,95,0,,0,0,,,0,,,0,,0,0,0,0,235
2020,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,31,0,0,35
2020,442,West Melbourne (Residential),0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,237
2020,443,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,374
2020,444,West Melbourne (Residential),0,,0,0,303,0,,0,0,,,0,0,,,0,0,0,0,,475
2020,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2020,501,West Melbourne (Industrial),0,0,0,,88,0,0,0,0,0,0,0,,0,,0,0,0,0,259,421
2020,502,West Melbourne (Industrial),0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,114,451,588
2020,503,Kensington,0,0,0,,135,138,,0,0,57,0,0,116,,,0,,11,,211,775
2020,504,Kensington,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,21,,,83
2020,505,Kensington,0,,0,0,,,0,0,0,,0,,,35,0,0,0,,0,,99
2020,506,North Melbourne,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8
2020,507,Kensington,0,0,0,,0,,0,0,0,0,0,,100,69,0,0,0,0,0,0,199
2020,508,Kensington,0,0,0,0,,,0,0,0,,0,0,,,,0,,0,0,26,72
2020,509,Kensington,0,,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,55
2020,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2020,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
2020,513,Kensington,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,0,,23
2020,514,Kensington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,519,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,159
2020,520,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13
2020,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,523,Kensington,0,0,0,0,0,0,,0,0,,18,0,0,0,0,0,0,,0,0,56
2020,524,Kensington,0,0,0,,0,0,0,0,0,16,112,0,0,,0,,0,0,,,162
2020,525,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,17
2020,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2020,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,530,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2020,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,537,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,539,Kensington,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,236
2020,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,547,Kensington,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2020,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,550,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,553,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,558,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,559,Kensington,0,0,0,0,0,0,0,,0,37,0,0,0,0,0,0,0,,0,0,63
2020,560,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23
2020,561,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,562,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,570,Kensington,,0,,3112,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,3169
2020,571,Kensington,0,0,0,,0,0,,0,0,48,100,,,20,0,,0,146,,0,471
2020,601,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,12,0,0,0,0,0,0,77
2020,602,East Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9
2020,604,East Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2020,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2020,606,East Melbourne,,0,0,0,20,0,0,0,0,,112,0,0,,0,0,0,0,0,0,165
2020,607,East Melbourne,,0,0,0,63,,0,,170,25,238,,,429,0,,0,,,0,1038
2020,608,East Melbourne,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2020,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,610,East Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,611,East Melbourne,0,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,30
2020,612,East Melbourne,,0,0,0,,,0,0,0,0,,,0,0,0,,0,0,0,0,44
2020,613,East Melbourne,8,0,0,,,0,0,0,0,23,58,0,0,3,,,0,,0,0,143
2020,614,East Melbourne,,0,0,0,0,0,0,0,0,,826,0,0,,0,0,0,,0,0,855
2020,615,East Melbourne,0,0,0,0,0,0,0,0,0,,949,0,0,0,0,0,0,,0,0,970
2020,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,617,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,9
2020,618,East Melbourne,,0,0,0,104,0,,0,0,18,108,0,0,0,0,0,0,0,0,0,592
2020,619,East Melbourne,0,,0,14,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,77
2020,620,East Melbourne,0,0,0,,,0,184,0,0,0,670,0,0,,,0,0,,0,0,924
2020,621,East Melbourne,0,,0,,120,0,636,0,,,138,0,0,196,0,0,0,,0,,1244
2020,642,East Melbourne,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,212
2020,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,644,East Melbourne,,,0,,403,0,,0,,37,537,0,,254,1549,0,0,0,0,0,3634
2020,645,East Melbourne,0,0,0,,0,0,0,0,0,,940,0,0,0,0,0,0,0,0,0,945
2020,646,East Melbourne,,8,0,0,72,0,,0,0,,188,,0,28,0,,0,0,0,0,356
2020,649,East Melbourne,0,0,0,,,0,0,0,0,,0,0,0,,228,0,0,,0,0,266
2020,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,140
2020,651,East Melbourne,,0,0,,0,0,0,0,0,,,0,0,35,0,0,0,0,,0,366
2020,652,East Melbourne,0,0,0,,0,0,0,0,0,,0,0,0,,3029,0,0,0,0,0,3086
2020,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2020,655,East Melbourne,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,339
2020,656,East Melbourne,,0,,336,80,,0,0,48,,46,0,0,57,0,,0,0,0,,684
2020,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2020,658,East Melbourne,0,,0,1316,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,4104
2020,659,Melbourne (Remainder),0,0,0,3081,0,0,0,0,0,1051,0,0,0,,0,0,0,0,,0,4132
2020,660,Melbourne (Remainder),0,0,0,1159,,0,0,0,0,502,,0,0,,0,,0,,,0,1826
2020,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2020,663,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,710,Melbourne (Remainder),,0,0,0,,0,,0,0,94,,0,0,,0,0,0,14,,0,228
2020,720,Melbourne (Remainder),0,0,0,,368,,0,0,174,38,672,0,7,17,0,17,0,110,0,334,1740
2020,724,Melbourne (Remainder),0,,0,0,,0,,0,,516,70,0,0,,,44,0,,,0,2064
2020,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,729,Southbank,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,132
2020,730,Southbank,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,83
2020,731,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2020,732,Southbank,,0,0,,0,0,0,,0,,0,0,0,0,0,,,,0,0,78
2020,733,Southbank,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,63
2020,734,Southbank,,,0,0,,,0,,,,0,0,0,,,,0,,0,0,176
2020,735,Southbank,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,,79
2020,736,Southbank,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,82
2020,737,Southbank,0,0,0,0,238,0,,,0,0,0,0,0,0,,0,0,0,0,0,346
2020,738,Southbank,0,0,0,109,0,0,,,0,,0,,0,0,,0,0,0,0,0,793
2020,739,Southbank,0,0,0,,0,0,380,,0,,0,0,0,0,0,0,0,0,0,0,680
2020,740,Southbank,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,,,0,166
2020,741,Southbank,0,0,0,264,244,0,,,,,,0,0,,0,0,0,,0,0,604
2020,742,Southbank,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8
2020,743,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,744,Southbank,0,0,0,,77,,0,,0,0,0,0,0,0,0,0,0,0,,0,172
2020,745,Southbank,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,206
2020,746,Southbank,0,,,,304,255,,,58,,,501,,,0,45,0,,0,145,1578
2020,747,Southbank,0,0,0,0,0,,0,0,0,15,,187,0,0,0,,0,0,0,0,205
2020,748,Southbank,,105,0,0,409,81,,,276,31,,,0,,,,0,,0,0,1448
2020,749,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,
2020,750,Southbank,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,23
2020,751,Southbank,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,407
2020,752,Southbank,0,0,0,575,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,776
2020,753,Southbank,,206,,,752,,0,200,262,539,117,,2218,20,,,0,105,292,113,6315
2020,759,Melbourne (Remainder),0,24,0,,540,97,0,,146,20,,,0,21,0,,0,0,,,1117
2020,760,Melbourne (Remainder),0,164,0,0,196,77,,0,1060,12,333,0,,11,88,,0,10,33,,2260
2020,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,772,Docklands,0,,0,0,81,228,0,0,,0,46,,,0,0,,0,0,,,472
2020,773,Docklands,0,,0,4,,0,0,,0,41,,0,,12,0,35,0,16,,,161
2020,774,Port Melbourne,0,0,0,0,0,,0,0,0,,0,,,0,,0,0,,0,0,250
2020,775,Port Melbourne,0,,0,0,134,92,0,0,0,0,,,144,,,0,,,101,,619
2020,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2020,777,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,50
2020,778,Port Melbourne,0,,0,,243,65,,0,0,0,0,117,153,0,0,,0,38,0,62,790
2020,779,Port Melbourne,0,0,0,0,154,32,0,,0,,0,0,0,0,0,0,,0,,,847
2020,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2020,781,Port Melbourne,,77,0,,75,172,0,,6,,27,44,613,,44,,0,60,35,184,1459
2020,782,Port Melbourne,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,,,0,,393
2020,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,150
2020,784,Port Melbourne,0,,0,0,105,139,0,0,,,0,38,148,,37,29,0,28,,188,766
2020,785,Port Melbourne,0,,0,0,,,,0,0,,0,0,,0,,0,0,,25,,70
2020,786,Port Melbourne,0,0,,9,83,47,45,0,,25,,35,713,60,,0,,14,250,35,2030
2020,787,Port Melbourne,0,0,0,0,0,90,0,0,0,,0,0,,0,,0,,,0,,229
2020,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2020,789,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,320
2020,790,Port Melbourne,0,303,0,,182,246,15,26,,52,,43,579,66,,,78,57,69,473,2353
2020,791,Port Melbourne,,,0,0,66,,,0,0,0,0,0,1157,,0,0,,0,,,1360
2020,792,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,
2020,794,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,214
2020,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,737
2020,801,Southbank,,142,0,,3119,122,0,0,207,230,,106,0,,,,0,28,,0,4278
2020,802,Southbank,0,271,,,1047,66,0,,668,309,44,0,849,435,0,71,0,128,0,337,5622
2020,803,Southbank,,,0,6237,0,0,0,0,0,1319,0,,0,,0,0,0,127,0,0,8509
2020,804,Southbank,,417,0,423,36,,0,,0,512,186,,,17,0,16,0,1149,,,4396
2020,806,Southbank,,0,0,,0,,,0,0,230,0,0,0,0,0,0,0,73,0,0,806
2020,807,Southbank,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,563
2020,808,Southbank,0,,0,8,408,287,,,,35,,,0,0,0,,0,38,0,0,998
2020,809,Southbank,0,0,0,0,0,0,0,0,0,,48,,0,0,0,0,0,0,0,0,60
2020,810,Southbank,38,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,48
2020,811,Southbank,,0,0,0,0,0,0,0,0,21,,0,0,0,0,,0,0,0,0,72
2020,812,Southbank,107,0,0,0,380,,,0,14,33,31,0,,,0,0,0,24,0,,707
2020,813,Southbank,0,0,0,471,0,0,,0,0,,,0,0,,0,0,0,0,0,0,535
2020,814,Southbank,0,0,0,153,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,219
2020,815,Southbank,,0,0,0,0,,0,0,0,,0,,0,,0,,0,,0,0,84
2020,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,850,Melbourne (Remainder),0,0,0,38,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,40
2020,851,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,852,Melbourne (Remainder),0,,0,201,0,,0,,0,93,0,0,0,,0,0,0,,0,0,306
2020,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,855,South Yarra,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,538
2020,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2020,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,9
2020,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,861,South Yarra,0,0,0,,0,0,,,0,114,0,,,,0,0,0,12,0,0,161
2020,862,South Yarra,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,50
2020,863,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,864,South Yarra,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,11
2020,865,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,866,South Yarra,0,,0,7,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,45
2020,867,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2020,868,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,47
2020,869,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,870,Melbourne (Remainder),0,0,0,0,2190,0,,0,0,45,5267,0,0,,0,0,0,16,0,0,8287
2020,871,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,688
2020,901,Parkville,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2020,902,Parkville,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,903,Parkville,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,41
2020,904,Parkville,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,464
2020,905,Parkville,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,
2020,906,Parkville,,,0,0,185,0,,0,22,,,,,38,,0,0,,0,,576
2020,907,Parkville,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,908,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2020,909,Parkville,,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5
2020,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2020,911,Parkville,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2020,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,913,Parkville,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2020,914,Parkville,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,24
2020,915,Parkville,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,25
2020,916,Parkville,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,919,Parkville,0,0,0,0,0,0,,0,0,68,,0,0,,0,0,0,,0,0,3438
2020,920,Parkville,0,0,0,0,,0,0,0,,79,10324,0,0,6,0,0,0,40,,0,11514
2020,921,Parkville,0,0,0,0,101,0,346,0,0,,,0,0,0,0,0,0,0,0,0,449
2020,922,Parkville,0,0,0,,0,0,0,,0,0,,0,0,28,0,0,0,0,0,0,51
2020,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,925,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,927,Parkville,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,35
2020,928,Parkville,0,0,0,0,,0,0,0,0,,248,0,0,0,0,0,0,0,0,0,365
2020,929,Parkville,0,0,0,,0,0,,0,0,,794,0,0,0,,0,0,0,0,0,1164
2020,930,Parkville,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1036
2020,931,Parkville,,0,0,473,0,0,,0,,323,5807,,0,29,,0,0,34,,0,6690
2020,1001,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2020,1004,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,273,0,316
2020,1005,West Melbourne (Industrial),0,0,0,,0,,0,,0,,0,0,,,0,,0,0,85,,266
2020,1006,West Melbourne (Industrial),0,0,0,,0,0,0,,0,,0,,0,0,0,0,0,0,316,0,319
2020,1007,West Melbourne (Industrial),0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,550,0,550
2020,1009,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,324,0,326
2020,1012,North Melbourne,0,,0,0,,,,,0,0,0,0,,,0,0,0,0,140,,317
2020,1013,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,110
2020,1014,West Melbourne (Industrial),0,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,45,128
2020,1015,West Melbourne (Industrial),0,0,0,,,19,0,,0,0,0,0,0,33,0,0,0,,,,102
2020,1016,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1101,Docklands,,,,5,,0,0,3003,,540,14,886,,210,,26,22,755,631,,8949
2020,1102,Docklands,,11,0,0,59,8,23,0,17,16,,387,,16,,,0,,,,1816
2020,1103,Docklands,,,0,763,586,,0,,7233,1231,37,,,26,,30,0,18,,0,11148
2020,1104,Docklands,0,,0,,74,,,0,16,75,,,0,20,0,8,0,8,,15,265
2020,1105,Docklands,,475,,695,7275,,,147,5246,416,133,3550,0,21,1370,564,0,,877,698,22612
2020,1106,Docklands,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,
