Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2009,327,North Melbourne,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,27
2009,328,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,329,North Melbourne,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,132
2009,330,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,331,North Melbourne,0,0,0,0,,0,0,0,0,,0,,,44,0,0,0,0,,,88
2009,332,North Melbourne,0,0,0,,6,0,0,0,,0,0,0,18,,0,0,0,,,,52
2009,333,North Melbourne,0,0,0,0,36,0,0,0,,,,0,0,9,0,,0,12,0,,184
2009,334,North Melbourne,0,0,0,0,18,0,0,0,0,,,0,26,,0,0,,,,,102
2009,335,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,16,0,,38
2009,336,North Melbourne,0,0,0,0,,18,0,0,0,,0,,0,,0,0,0,,,,72
2009,337,North Melbourne,0,0,0,0,,51,0,,,0,0,,0,,0,0,0,,,52,173
2009,338,North Melbourne,0,0,0,0,11,0,0,0,0,,0,0,189,0,0,0,0,,0,,231
2009,339,North Melbourne,0,0,0,,0,0,0,0,0,,0,0,43,0,0,0,0,0,0,,63
2009,340,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,34
2009,341,North Melbourne,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,21,105
2009,342,North Melbourne,0,0,0,0,,35,,0,0,0,0,0,0,0,,,0,,0,10,84
2009,343,North Melbourne,0,0,0,0,,,0,0,0,0,,0,,,,0,0,22,,,140
2009,344,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
2009,345,North Melbourne,0,,0,26,,,,0,31,95,18,,,35,0,,22,51,37,0,400
2009,346,North Melbourne,0,0,0,0,5,,0,0,,32,,0,,,0,,0,21,,0,110
2009,347,North Melbourne,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,25
2009,348,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,349,North Melbourne,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2009,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,351,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3
2009,353,North Melbourne,,0,0,0,,0,,0,0,,88,0,,,0,0,0,,0,0,199
2009,354,North Melbourne,0,,0,13,53,0,0,0,,84,,,0,35,0,,0,93,,,347
2009,355,North Melbourne,0,11,0,0,56,11,0,0,8,,30,0,0,,0,0,0,0,0,,205
2009,356,North Melbourne,0,,0,0,34,0,,0,0,,,,,16,,0,0,19,0,,120
2009,357,North Melbourne,0,,0,,46,0,,0,,33,37,,0,124,0,0,0,9,,,356
2009,358,North Melbourne,,,0,0,,0,0,0,0,,0,,,7,0,0,0,15,0,0,205
2009,359,North Melbourne,0,,0,0,39,,0,,,,,0,,,,0,0,,0,,109
2009,360,North Melbourne,0,0,0,0,,0,,0,0,35,0,,0,0,0,0,,9,0,,94
2009,361,North Melbourne,0,,0,0,31,,0,0,0,23,,,0,15,,0,0,,,0,137
2009,362,North Melbourne,,,0,0,0,0,28,0,0,27,29,,0,11,0,0,0,73,0,0,195
2009,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,116
2009,364,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,44
2009,365,North Melbourne,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,84
2009,366,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,65
2009,367,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10
2009,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,19,0,0,0,0,0,0,45
2009,369,North Melbourne,0,,0,0,,0,0,0,0,,,,0,6,0,,0,13,,0,80
2009,370,North Melbourne,,0,0,,8,,0,,0,,,0,0,,0,0,0,,0,0,34
2009,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,373,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,374,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,375,North Melbourne,,,0,0,159,,,0,,17,,31,0,25,0,,0,0,,,333
2009,376,North Melbourne,0,0,0,62,10,0,,,0,,,0,,18,,0,0,,,0,322
2009,377,North Melbourne,,31,0,0,251,,,0,,31,90,6,,64,0,0,0,,0,17,549
2009,378,North Melbourne,0,,0,,16,0,0,0,0,,138,0,0,12,0,0,0,,0,,196
2009,379,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2009,402,West Melbourne (Residential),0,0,0,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,105
2009,403,West Melbourne (Residential),0,,0,0,,13,0,0,0,0,0,,0,0,0,0,0,,,,183
2009,404,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35
2009,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
2009,406,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,409,West Melbourne (Residential),0,,0,0,55,0,0,,0,,0,0,0,,0,0,0,0,,0,86
2009,410,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,412,West Melbourne (Residential),0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,79
2009,413,West Melbourne (Residential),0,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,0,,112
2009,414,West Melbourne (Residential),0,0,0,0,16,0,0,0,,,0,,,,,0,,0,0,,96
2009,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,18
2009,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,418,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,43
2009,419,West Melbourne (Residential),0,0,0,,15,0,0,,,,,0,15,,0,0,0,,0,,118
2009,420,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,69
2009,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,423,West Melbourne (Residential),0,0,0,,,0,0,0,0,41,0,0,0,,0,0,0,16,0,0,61
2009,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,14,13,0,0,9,0,0,0,4,,0,49
2009,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,426,West Melbourne (Residential),0,,0,0,57,0,,0,0,0,0,0,0,,0,0,,,,,160
2009,427,West Melbourne (Residential),0,0,0,0,20,0,0,0,0,,0,0,,21,0,0,0,24,,26,161
2009,428,West Melbourne (Residential),0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,,79
2009,429,West Melbourne (Residential),0,0,0,,177,,,0,,0,0,0,0,,0,0,0,0,0,13,251
2009,430,West Melbourne (Residential),0,,0,0,,0,0,0,0,16,0,0,,19,0,0,,,,14,125
2009,431,West Melbourne (Residential),0,,0,0,50,0,0,20,0,,0,0,26,95,0,0,0,,17,,244
2009,432,West Melbourne (Residential),0,0,0,,38,0,120,0,0,5,0,0,0,,0,0,0,0,48,0,252
2009,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,434,West Melbourne (Residential),0,,0,0,36,41,,0,,21,0,,,13,0,0,0,28,0,0,258
2009,435,West Melbourne (Residential),0,,0,0,,0,0,0,4,33,,,0,,0,0,0,24,0,0,86
2009,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,437,West Melbourne (Residential),0,,0,0,16,0,0,0,,,0,,0,0,0,0,0,0,0,0,86
2009,438,West Melbourne (Residential),,0,0,0,20,0,0,,0,0,0,,0,,0,0,0,,,,94
2009,439,West Melbourne (Residential),0,0,0,0,59,0,,,,,0,0,0,30,0,0,0,0,,,165
2009,440,West Melbourne (Residential),0,,0,,219,,,0,0,,,0,28,,,,0,,,,371
2009,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,312
2009,442,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,119
2009,443,West Melbourne (Residential),,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,,30
2009,444,West Melbourne (Residential),0,,0,0,626,,,0,,,0,0,0,,,0,0,0,0,,1081
2009,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2009,501,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,27,,,0,0,0,,224,314
2009,502,West Melbourne (Industrial),0,0,0,0,,0,0,,0,,0,,,0,0,0,0,,94,73,282
2009,503,Kensington,0,0,0,0,,95,0,0,0,0,0,,52,,0,0,,0,0,75,261
2009,504,Kensington,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,,,,66
2009,505,Kensington,0,,0,0,,0,0,0,0,,0,,,17,0,0,0,0,,40,153
2009,506,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1
2009,507,Kensington,0,0,0,,,0,0,0,0,0,0,,,33,0,0,0,0,0,0,111
2009,508,Kensington,0,0,0,0,56,,0,,0,,0,0,53,0,,0,0,0,,58,184
2009,509,Kensington,0,0,0,,0,0,0,0,0,0,0,0,46,0,0,0,0,,0,0,91
2009,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2009,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
2009,513,Kensington,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,,0,,32
2009,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,519,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,72
2009,520,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2
2009,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,522,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,523,Kensington,0,0,0,0,0,0,,0,0,,6,0,0,0,0,0,0,,0,0,43
2009,524,Kensington,0,,0,,0,0,0,0,,,45,0,0,,0,,0,0,,,109
2009,525,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,6
2009,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,530,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,537,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,539,Kensington,0,0,0,18,,,0,,0,0,0,0,,,,0,0,0,0,0,126
2009,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,547,Kensington,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2009,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,550,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,553,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,558,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,559,Kensington,0,0,0,0,0,0,0,,,29,0,0,0,0,0,0,,,0,0,61
2009,560,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
2009,561,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,562,Kensington,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,6
2009,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,570,Kensington,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184
2009,571,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,76
2009,601,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,52
2009,602,East Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
2009,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2009,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2009,606,East Melbourne,19,,0,0,35,,,0,,,40,0,,9,0,0,,0,,,188
2009,607,East Melbourne,,,,0,46,,0,641,,43,127,0,,20,0,,0,19,,,1001
2009,608,East Melbourne,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2009,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,610,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,611,East Melbourne,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,25
2009,612,East Melbourne,,0,0,0,,,0,0,0,,,0,0,,0,0,0,0,0,0,50
2009,613,East Melbourne,2,0,0,,34,0,,0,0,20,59,0,0,7,0,13,0,40,0,0,180
2009,614,East Melbourne,,0,0,0,,0,0,0,0,,808,0,0,,0,0,0,,0,0,867
2009,615,East Melbourne,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,945
2009,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19
2009,617,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,12
2009,618,East Melbourne,,0,0,0,,0,0,0,0,31,0,0,0,0,0,0,0,,0,0,369
2009,619,East Melbourne,0,53,0,15,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,89
2009,620,East Melbourne,0,0,0,0,9,0,,0,0,,548,0,0,28,,0,0,,0,0,715
2009,621,East Melbourne,0,22,0,,249,0,427,0,527,27,176,,,279,49,,0,0,0,0,1867
2009,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,644,East Melbourne,0,0,0,0,701,0,,0,37,30,203,0,,316,1682,,0,0,0,0,3491
2009,645,East Melbourne,0,0,0,,0,0,0,0,0,,837,0,0,0,0,0,0,0,0,0,843
2009,646,East Melbourne,0,,0,89,142,0,,0,0,,130,,0,16,0,0,0,0,0,,436
2009,649,East Melbourne,0,,0,,,0,0,0,0,0,0,0,0,,155,0,0,,0,0,171
2009,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,86
2009,651,East Melbourne,,0,0,,,0,0,0,0,,2507,0,0,33,0,0,0,0,0,0,2867
2009,652,East Melbourne,0,0,0,,0,0,232,0,0,,0,0,0,0,2701,0,0,0,0,0,2942
2009,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,655,East Melbourne,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,453
2009,656,East Melbourne,,135,0,143,194,,0,0,119,,,,,56,,,0,,0,,908
2009,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,658,East Melbourne,0,,0,1336,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2534
2009,659,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4220
2009,660,Melbourne (Remainder),0,0,0,898,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,2005
2009,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,663,Melbourne (Remainder),0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,16
2009,710,Melbourne (Remainder),,0,0,0,0,0,,0,,61,,0,0,0,0,0,0,,0,0,215
2009,720,Melbourne (Remainder),0,38,0,,790,51,,0,405,15,26,,10,18,0,,0,24,0,122,1573
2009,724,Melbourne (Remainder),0,335,0,,95,0,0,0,742,156,20,,0,,,0,0,17,,,1533
2009,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,729,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,18,,0,0,191
2009,730,Southbank,,0,0,0,,0,0,0,0,,0,0,,0,0,0,,,,,124
2009,731,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2009,732,Southbank,,0,0,0,13,,0,,0,,0,0,,,0,0,,,0,12,76
2009,733,Southbank,0,0,0,,53,0,0,0,0,,0,0,0,0,0,0,0,25,0,0,91
2009,734,Southbank,0,0,0,0,32,0,0,,,0,0,,,12,,,,31,,0,242
2009,735,Southbank,0,,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,94
2009,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,137
2009,737,Southbank,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,197
2009,738,Southbank,0,0,0,,,0,0,,0,0,0,,,,,0,0,0,0,0,939
2009,739,Southbank,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,740,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,173
2009,741,Southbank,0,,0,160,134,0,,,0,28,,,0,,0,0,,,0,0,411
2009,742,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4
2009,743,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,744,Southbank,0,,0,0,71,,,,,,0,0,0,0,0,,0,0,0,0,122
2009,745,Southbank,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,17
2009,746,Southbank,0,,,,433,0,,,,,,745,354,0,,,0,,0,0,1875
2009,747,Southbank,0,0,0,0,117,,0,0,,0,0,,0,0,0,0,0,0,0,0,207
2009,748,Southbank,,,0,0,969,0,0,,,,0,,0,17,0,26,,,,21,2261
2009,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2009,750,Southbank,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,13
2009,751,Southbank,0,0,0,20,0,0,,0,0,,9,0,0,31,,0,0,0,0,0,205
2009,752,Southbank,0,0,0,1839,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,1970
2009,753,Southbank,,121,,,476,0,0,,65,614,50,1465,,52,545,,0,112,44,,7059
2009,759,Melbourne (Remainder),0,,0,,707,,0,0,395,23,0,80,,15,,,,,0,,1454
2009,760,Melbourne (Remainder),0,166,,,812,34,,0,1368,24,221,111,198,48,32,13,0,10,69,,3134
2009,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,772,Docklands,0,0,0,0,35,149,0,0,37,0,0,,,0,,,0,,,,346
2009,773,Docklands,0,14,,3,18,,0,0,0,35,0,0,0,,0,,0,,21,0,156
2009,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,161
2009,775,Port Melbourne,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,484
2009,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2009,777,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,53
2009,778,Port Melbourne,0,,,0,58,,0,0,0,0,0,,158,,0,0,,,,201,514
2009,779,Port Melbourne,0,0,0,0,0,,0,,0,0,0,0,376,0,0,0,0,,,0,1127
2009,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2009,781,Port Melbourne,0,25,0,,265,77,,0,9,,,,476,23,0,,0,28,,471,1572
2009,782,Port Melbourne,0,0,0,0,,0,0,,0,0,0,0,144,0,0,0,0,,,,708
2009,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,35
2009,784,Port Melbourne,0,,,0,225,29,0,0,20,,0,135,42,0,,0,0,,135,123,744
2009,785,Port Melbourne,0,,0,0,,21,0,0,,,0,,,0,0,0,0,,85,0,166
2009,786,Port Melbourne,0,0,,1,41,,0,0,,,0,,3236,,,0,0,109,,65,4605
2009,787,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2009,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2009,789,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
2009,790,Port Melbourne,0,199,0,,9,39,,,0,0,0,,484,0,0,0,,,46,222,1071
2009,791,Port Melbourne,0,,0,0,,43,,0,0,0,0,,1756,0,0,0,0,0,34,,1953
2009,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2009,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
2009,801,Southbank,,61,821,,623,40,0,0,44,99,0,743,,11,,,0,29,,0,2669
2009,802,Southbank,0,38,,,1334,115,139,,373,237,,0,,3,0,,0,137,,,3198
2009,803,Southbank,,,0,7165,0,0,0,0,0,869,0,,0,,0,0,0,191,0,0,8632
2009,804,Southbank,0,,0,,,0,0,0,,0,0,,0,30,0,0,0,0,0,0,618
2009,806,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,807,Southbank,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
